program_id,parent_program_id,short_title,title,long_title,variants,school_id,diploma,field,city
P1649,P1647,CPGE Tourisme — IT / Alternance,CPGE Tourisme — IT / Alternance,,"{""language"": ""IT"", ""apprenticeship"": 1, ""school_id"": ""S32""}",S32,CPGE,Tourisme,Toulouse
P1737,,MBA Langues,MBA Langues,MBA Langues — programme complet (ancien libellé),,S11,MBA,Langues,Toulouse
P1676,P1672,MBA Design — IT,MBA Design — IT,,"{""language"": ""IT"", ""school_id"": ""S18""}",S18,MBA,Design,Lyon
P1207,P1205,Master Architecture — English,Master Architecture — English,,"{""language"": ""English""}",S13,Master,Architecture,Paris
P1549,P1546,MSc Management Hôtelier — English / Al,MSc Management Hôtelier — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": 1}",S23,MSc,Management Hôtelier,Lille
P1630,,BUT Architecture,BUT Architecture,,,S14,BUT,Architecture,Strasbourg
P1381,P1378,MSc Langues — IT / Alternance / Cyber,MSc Langues — IT / Alternance / Cyber,,"{""language"": ""IT"", ""apprenticeship"": ""true"", ""track"": ""cyber"", ""school_id"": ""S27""}",S27,MSc,Langues,Grenoble
P1661,P1660,Licence Pro Économie — Campus,Licence Pro Économie — Campus,,"{""school_id"": ""S13""}",S13,Licence Pro,Économie,Paris
P1382,,BTS Économie,BTS Économie,,,S30,BTS,Économie,Rennes
P1316,P1313,Master Biologie — English,Master Biologie — English,,"{""language"": ""English""}",S24,Master,Biologie,Strasbourg
P1394,P1393,BUT Génie Mécanique — International,BUT Génie Mécanique — International,,"{""track"": ""international"", ""school_id"": ""S34""}",S34,BUT,Génie Mécanique,Paris
P1695,P1693,MSc Cinéma — English,MSc Cinéma — English,,"{""language"": ""English""}",S19,MSc,Cinéma,Lille
P1433,P1432,MSc Biologie — Alternance,MSc Biologie — Alternance,,"{""apprenticeship"": ""true""}",S10,MSc,Biologie,Paris
P1841,P1840,BTS Design - EN / Alternance,BTS DESIGN — EN / ALTERNANCE,,"{""language"": ""EN"", ""apprenticeship"": ""oui""}",S30,BTS,Design,Rennes
P1046,P1044,MSc Droit - en / Red Team,MSC DROIT — EN / RED TEAM,,"{""language"": ""en"", ""track"": ""red team""}",S11,MSc,Droit,Toulouse
P1656,,BTS Droit,BTS DROIT,BTS Droit — programme complet (ancien libellé),,S23,BTS,Droit,Lille
P1610,,CPGE Génie Civil,CPGE Génie Civil,,,S28,CPGE,Génie Civil,Toulouse
P1358,P1357,MSc Design — Alternance,MSc Design — Alternance,,"{""apprenticeship"": ""oui""}",S16,MSc,Design,Grenoble
P1663,P1662,DN MADE Management Hôtelier - Data,DN MADE MANAGEMENT HÔTELIER — DATA,,"{""track"": ""data""}",S35,DN MADE,Management Hôtelier,Paris
P1636,,CPGE Chimie,CPGE CHIMIE,,,S30,CPGE,Chimie,Rennes
P1045,P1044,MSc Droit — Double-Diplôme,MSc Droit — Double-Diplôme,,"{""track"": ""double-diplôme"", ""school_id"": ""S15""}",S15,MSc,Droit,Paris
P1254,P1253,BUT Économie — en,BUT Économie — en,,"{""language"": ""en""}",S13,BUT,Économie,Paris
P1395,,Master Communication,Master Communication ,,,S19,Master,Communication,Lille
P1054,P1052,BTS Génie Civil — Cyber,BTS Génie Civil — Cyber,,"{""track"": ""cyber""}",S12,BTS,Génie Civil,Lille
P1292,P1289,MSc Informatique — IT,MSc Informatique — IT,,"{""language"": ""IT""}",S23,MSc,Informatique,Lille
P1708,P1707,Licence Informatique — anglais / Alter,Licence Informatique — anglais / Alternance,,"{""language"": ""anglais"", ""apprenticeship"": true}",S31,Licence,Informatique,Nantes
P1695,P1693,MSc Cinema - English,MSC CINÉMA — ENGLISH,,"{""language"": ""English""}",S19,MSc,Cinéma,Lille
P1513,P1512,CPGE Logistique — Recherche,CPGE Logistique — Recherche,,"{""track"": ""recherche""}",S27,CPGE,Logistique,Grenoble
P1617,P1614,Bachelor Finance — Alternance / Campus,Bachelor Finance — Alternance / Campus,,"{""apprenticeship"": ""true"", ""school_id"": ""S11""}",S11,Bachelor,Finance,Toulouse
P250,P299,MSc Data — EN,MSc Data Science — English Track,,"{""language"":""en""}",S20,MSc,Data,Lyon
P1763,,Diplôme d'ingénieur Ressources Hum,Diplôme d'ingénieur Ressources Humaines,,,S29,Diplôme d'ingénieur,Ressources Humaines,Bordeaux
P1082,,Diplôme d'ingénieur Communication,Diplôme d'ingénieur Communication,,,S24,Diplôme d'ingénieur,Communication,Strasbourg
P1343,P1342,Licence Pro Biologie — English,Licence Pro Biologie — English,,"{""language"": ""English""}",S30,Licence Pro,Biologie,Rennes
P1681,P1679,Diplôme d'ingénieur Marketing — anglai,Diplôme d'ingénieur Marketing — anglais,,"{""language"": ""anglais""}",S18,Diplôme d'ingénieur,Marketing,Lyon
P1302,P1300,MBA Architecture — en,MBA Architecture — en,,"{""language"": ""en""}",S11,MBA,Architecture,Toulouse
P1574,P1573,CPGE Génie Civil — English,CPGE Génie Civil — English,,"{""language"": ""English""}",S22,CPGE,Génie Civil,Strasbourg
P1850,P1848,BTS Ressources Humaines — Alternance,BTS Ressources Humaines — Alternance,,"{""apprenticeship"": true}",S13,BTS,Ressources Humaines,Paris
P1315,P1313,Master Biologie — en,Master Biologie — en,,"{""language"": ""en""}",S24,Master,Biologie,Strasbourg
P1845,,Licence Pro Psychologie,Licence Pro Psychologie,,,S15,Licence Pro,Psychologie,Paris
P1191,P1190,Master Finance — English,Master Finance — English,,"{""language"": ""English""}",S29,Master,Finance,Bordeaux
P1448,,Bachelor Sciences Politiques,Bachelor Sciences Politiques,,,S27,Bachelor,Sciences Politiques,Grenoble
P1821,,BUT Informatique,BUT Informatique,,,S26,BUT,Informatique,Lille
P1125,P1124,CPGE Langues — English / Alternance,CPGE Langues — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": 1}",S35,CPGE,Langues,Paris
P1390,,MSc Data Science,MSc Data Science,,,S33,MSc,Data Science,Lille
P1289,,MSc Informatique,MSc Informatique,MSc Informatique — programme complet (ancien libellé),,S23,MSc,Informatique,Lille
P1535,,Diplôme d'ingénieur Tourisme,Diplôme d'ingénieur Tourisme,,,S32,Diplôme d'ingénieur,Tourisme,Toulouse
P1638,,BUT Commerce,BUT Commerce,,,S20,BUT,Commerce,Strasbourg
P1804,P1803,DN MADE Droit — Alternance / Campus,DN MADE Droit — Alternance / Campus,,"{""apprenticeship"": 1, ""school_id"": ""S24""}",S24,DN MADE,Droit,Strasbourg
P1141,,CPGE Ressources Humaines,CPGE Ressources Humaines,,,S25,CPGE,Ressources Humaines,Rennes
P100,,MBA Mgmt Hôtelier,MBA Management Hôtelier,"MBA en Management Hôtelier International (ancien libellé, ne plus utiliser)",,S10,MBA,Hôtellerie,Bordeaux
P1642,,MBA Sciences Politiques,MBA Sciences Politiques,,,S33,MBA,Sciences Politiques,Lille
P1585,P1583,MSc Informatique — Alternance / Excell,MSc Informatique — Alternance / Excellence,,"{""apprenticeship"": 1, ""track"": ""excellence""}",S34,MSc,Informatique,Paris
P1133,P1129,CPGE Psychologie — en,CPGE Psychologie — en,,"{""language"": ""en""}",S33,CPGE,Psychologie,Lille
P1213,P1210,MSc Sciences Politiques — Cyber,MSc Sciences Politiques — Cyber,,"{""track"": ""cyber""}",S30,MSc,Sciences Politiques,Rennes
P1083,P1082,Diplôme d'ingénieur Communication — En,Diplôme d'ingénieur Communication — English,,"{""language"": ""English""}",S24,Diplôme d'ingénieur,Communication,Strasbourg
P1053,P1052,BTS Génie Civil — IT,BTS Génie Civil — IT,,"{""language"": ""IT""}",S12,BTS,Génie Civil,Lille
P1651,P1647,CPGE Tourisme — Alternance,CPGE Tourisme — Alternance,,"{""apprenticeship"": true}",S18,CPGE,Tourisme,Lyon
P1497,P1496,BTS Génie Civil — Alternance,BTS Génie Civil — Alternance,,"{""apprenticeship"": true}",S19,BTS,Génie Civil,Lille
P1260,P1258,BTS Logistique — Alternance / Red Team,BTS Logistique — Alternance / Red Team,,"{""apprenticeship"": 1, ""track"": ""red team""}",S25,BTS,Logistique,Rennes
P1301,P1300,MBA Architecture — en / Excellence,MBA Architecture — en / Excellence,,"{""language"": ""en"", ""track"": ""excellence""}",S11,MBA,Architecture,Toulouse
P1675,P1672,MBA Design — en / International,MBA Design — en / International,,"{""language"": ""en"", ""track"": ""international""}",S34,MBA,Design,Paris
P1484,,Licence Langues,LICENCE LANGUES,,,S35,Licence,Langues,Paris
P1162,P1160,DN MADE Finance - English / Alternance,DN MADE FINANCE — ENGLISH / ALTERNANCE,,"{""language"": ""English"", ""apprenticeship"": 1}",S32,DN MADE,Finance,Toulouse
P1062,,DN MADE Sciences Politiques,DN MADE Sciences Politiques,,,S14,DN MADE,Sciences Politiques,Strasbourg
P1264,P1263,DN MADE Ressources Humaines - es,DN MADE RESSOURCES HUMAINES — ES,,"{""language"": ""es""}",S26,DN MADE,Ressources Humaines,Lille
P1626,,Licence Tourisme,Licence Tourisme,,,S28,Licence,Tourisme,Toulouse
P1171,P1170,MBA Tourisme — Alternance,MBA Tourisme — Alternance,,"{""apprenticeship"": 1}",S35,MBA,Tourisme,Paris
P1236,P1233,MBA Genie Civil - Alternance,MBA GÉNIE CIVIL — ALTERNANCE,,"{""apprenticeship"": 1}",S31,MBA,Génie Civil,Nantes
P1742,,Licence Pro Ressources Humaines,Licence Pro Ressources Humaines,Licence Pro Ressources Humaines — programme complet (ancien libellé),,S11,Licence Pro,Ressources Humaines,Toulouse
P1706,P1705,CPGE Génie Mécanique — es,CPGE Génie Mécanique — es,,"{""language"": ""es""}",S10,CPGE,Génie Mécanique,Paris
P1703,P1700,BTS Design — IT / Alternance,BTS Design — IT / Alternance,,"{""language"": ""IT"", ""apprenticeship"": ""oui"", ""school_id"": ""S35""}",S35,BTS,Design,Paris
P1465,,Diplôme d'ingénieur Psychologie,Diplôme d'ingénieur Psychologie,,,S35,Diplôme d'ingénieur,Psychologie,Paris
P1763,,Diplôme d'ingénieur Ressources Hum,Diplôme d'ingénieur Ressources Humaines,,,S29,Diplôme d'ingénieur,Ressources Humaines,Bordeaux
P1762,P1759,DN MADE Management Hôtelier — Alternan,DN MADE Management Hôtelier — Alternance / Campus,,"{""apprenticeship"": ""oui"", ""school_id"": ""S22""}",S22,DN MADE,Management Hôtelier,Strasbourg
P1743,P1742,Licence Pro Ressources Humaines - Camp,LICENCE PRO RESSOURCES HUMAINES — CAMPUS,,"{""school_id"": ""S34""}",S34,Licence Pro,Ressources Humaines,Paris
P1489,P1488,MBA Sciences Politiques — en,MBA Sciences Politiques — en,,"{""language"": ""en""}",S11,MBA,Sciences Politiques,Toulouse
P1786,P1782,BUT Génie Mécanique — English / Altern,BUT Génie Mécanique — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": ""oui""}",S11,BUT,Génie Mécanique,Toulouse
P1070,,CPGE Génie Civil,CPGE Génie Civil,,,S19,CPGE,Génie Civil,Lille
P1312,P1309,BUT Genie Civil - Alternance / Campus,BUT Génie Civil — Alternance / Campus ,,"{""apprenticeship"": 1, ""school_id"": ""S31""}",S31,BUT,Génie Civil,Nantes
P1168,P1166,Master Biologie — anglais,Master Biologie — anglais,,"{""language"": ""anglais"", ""school_id"": ""S22""}",S22,Master,Biologie,Strasbourg
P1232,,DN MADE Sciences Politiques,DN MADE Sciences Politiques,,,S27,DN MADE,Sciences Politiques,Grenoble
P1548,P1546,MSc Management Hôtelier — EN,MSc Management Hôtelier — EN,,"{""language"": ""EN"", ""school_id"": ""S28""}",S28,MSc,Management Hôtelier,Toulouse
P1341,P1340,Bachelor Logistique — English,Bachelor Logistique — English,,"{""language"": ""English""}",S34,Bachelor,Logistique,Paris
P1571,P1570,Diplôme d'ingénieur Commerce — es / Al,Diplôme d'ingénieur Commerce — es / Alternance / Red Team,,"{""language"": ""es"", ""apprenticeship"": ""oui"", ""track"": ""red team""}",S25,Diplôme d'ingénieur,Commerce,Rennes
P1436,P1434,Licence Génie Mécanique — anglais,Licence Génie Mécanique — anglais,,"{""language"": ""anglais""}",S17,Licence,Génie Mécanique,Lyon
P1432,,MSc Biologie,MSc Biologie,,,S10,MSc,Biologie,Paris
P1596,P1595,DN MADE Droit — English / Alternance,DN MADE Droit — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": 1, ""school_id"": ""S19""}",S19,DN MADE,Droit,Lille
P1169,P1166,Master Biologie — IT / Alternance,Master Biologie — IT / Alternance,,"{""language"": ""IT"", ""apprenticeship"": ""true""}",S36,Master,Biologie,Paris
P1158,,CPGE Droit,CPGE Droit,,,S16,CPGE,Droit,Grenoble
P1480,,Licence Architecture,Licence Architecture,,,S20,Licence,Architecture,Strasbourg
P1384,P1382,BTS Économie — Alternance,BTS Économie — Alternance,,"{""apprenticeship"": ""oui""}",S30,BTS,Économie,Rennes
P1844,P1840,BTS Design — EN,BTS Design — EN,,"{""language"": ""EN"", ""school_id"": ""S31""}",S31,BTS,Design,Nantes
P1822,P1821,BUT Informatique — Red Team,BUT Informatique — Red Team,,"{""track"": ""red team""}",S26,BUT,Informatique,Lille
P1552,,MBA Communication,MBA Communication,,,S35,MBA,Communication,Paris
P1490,P1488,MBA Sciences Politiques - en,MBA Sciences Politiques — en ,,"{""language"": ""en""}",S11,MBA,Sciences Politiques,Toulouse
P1626,,Licence Tourisme,Licence Tourisme,,,S28,Licence,Tourisme,Toulouse
P1235,P1233,MBA Génie Civil — es / Alternance / Re,MBA Génie Civil — es / Alternance / Red Team,,"{""language"": ""es"", ""apprenticeship"": ""true"", ""track"": ""red team""}",S31,MBA,Génie Civil,Nantes
P1886,,Master Data Science,Master Data Science,,,S33,Master,Data Science,Lille
P1595,,DN MADE Droit,DN MADE Droit,,,S16,DN MADE,Droit,Grenoble
P1401,P1400,MSc Économie — English,MSc Économie — English,,"{""language"": ""English""}",S32,MSc,Économie,Toulouse
P1714,,Bachelor Génie Mécanique,Bachelor Génie Mécanique,,,S30,Bachelor,Génie Mécanique,Rennes
P1811,P1809,MSc Marketing — Alternance / Campus,MSc Marketing — Alternance / Campus,,"{""apprenticeship"": ""true"", ""school_id"": ""S31""}",S31,MSc,Marketing,Nantes
P1579,,Bachelor Genie Civil,BACHELOR GÉNIE CIVIL,,,S16,Bachelor,Génie Civil,Grenoble
P1783,P1782,BUT Génie Mécanique — EN / Recherche,BUT Génie Mécanique — EN / Recherche,,"{""language"": ""EN"", ""track"": ""recherche""}",S11,BUT,Génie Mécanique,Toulouse
P1784,P1782,BUT Genie Mecanique - Alternance,BUT GÉNIE MÉCANIQUE — ALTERNANCE,,"{""apprenticeship"": 1}",S11,BUT,Génie Mécanique,Toulouse
P1362,P1361,Licence Pro Sciences Politiques - Alte,Licence Pro Sciences Politiques — Alternance ,,"{""apprenticeship"": 1}",S25,Licence Pro,Sciences Politiques,Rennes
P1324,P1323,CPGE Marketing — EN,CPGE Marketing — EN,,"{""language"": ""EN""}",S29,CPGE,Marketing,Bordeaux
P1100,P1098,MBA Chimie — es,MBA Chimie — es,,"{""language"": ""es""}",S32,MBA,Chimie,Toulouse
P1056,,Licence Pro Design,Licence Pro Design,,,S18,Licence Pro,Design,Lyon
P1828,,BTS Architecture,BTS Architecture,BTS Architecture — programme complet (ancien libellé),,S21,BTS,Architecture,Lyon
P1511,P1510,Licence Biologie — International,Licence Biologie — International,,"{""track"": ""international""}",S13,Licence,Biologie,Paris
P1121,P1119,Master Langues — Recherche,Master Langues — Recherche,,"{""track"": ""recherche""}",S17,Master,Langues,Lyon
P1818,P1817,Master Génie Civil — es,Master Génie Civil — es,,"{""language"": ""es""}",S14,Master,Génie Civil,Strasbourg
P1609,P1606,DN MADE Finance — IT,DN MADE Finance — IT,,"{""language"": ""IT""}",S30,DN MADE,Finance,Rennes
P1347,P1346,BUT Communication — EN / Alternance,BUT Communication — EN / Alternance,,"{""language"": ""EN"", ""apprenticeship"": 1}",S17,BUT,Communication,Lyon
P1280,P1279,DN MADE Design — English,DN MADE Design — English,,"{""language"": ""English"", ""school_id"": ""S24""}",S24,DN MADE,Design,Strasbourg
P1530,P1529,Diplôme d'ingenieur Design - anglais,DIPLÔME D'INGÉNIEUR DESIGN — ANGLAIS,,"{""language"": ""anglais""}",S32,Diplôme d'ingénieur,Design,Toulouse
P1463,,Licence Pro Génie Civil,Licence Pro Génie Civil,Licence Pro Génie Civil — programme complet (ancien libellé),,S11,Licence Pro,Génie Civil,Toulouse
P1420,P1417,BUT Droit - EN,BUT Droit — EN ,,"{""language"": ""EN""}",S35,BUT,Droit,Paris
P1350,P1349,Licence Data Science — Alternance / In,Licence Data Science — Alternance / International,,"{""apprenticeship"": true, ""track"": ""international""}",S25,Licence,Data Science,Rennes
P1106,P1103,DN MADE Sciences Politiques — IT / Alt,DN MADE Sciences Politiques — IT / Alternance,,"{""language"": ""IT"", ""apprenticeship"": true}",S10,DN MADE,Sciences Politiques,Paris
P1477,P1476,BUT Génie Civil — Alternance / Red Tea,BUT Génie Civil — Alternance / Red Team,,"{""apprenticeship"": true, ""track"": ""red team""}",S18,BUT,Génie Civil,Lyon
P1659,P1656,BTS Droit - Data,BTS DROIT — DATA,,"{""track"": ""data""}",S23,BTS,Droit,Lille
P1754,,MSc Genie Civil,MSC GÉNIE CIVIL,,,S36,MSc,Génie Civil,Paris
P1490,P1488,MBA Sciences Politiques — en,MBA Sciences Politiques — en,,"{""language"": ""en""}",S11,MBA,Sciences Politiques,Toulouse
P1455,,CPGE Droit,CPGE Droit,CPGE Droit — programme complet (ancien libellé),,S30,CPGE,Droit,Rennes
P1077,,MBA Commerce,MBA Commerce,,,S31,MBA,Commerce,Nantes
P1401,P1400,MSc Économie - English,MSc Économie — English ,,"{""language"": ""English""}",S32,MSc,Économie,Toulouse
P1672,,MBA Design,MBA Design,,,S34,MBA,Design,Paris
P1759,,DN MADE Management Hôtelier,DN MADE Management Hôtelier,,,S34,DN MADE,Management Hôtelier,Paris
P1178,,MBA Management Hôtelier,MBA Management Hôtelier,,,S34,MBA,Management Hôtelier,Paris
P1281,,Bachelor Économie,Bachelor Économie,,,S21,Bachelor,Économie,Lyon
P1363,P1361,Licence Pro Sciences Politiques — en,Licence Pro Sciences Politiques — en,,"{""language"": ""en""}",S25,Licence Pro,Sciences Politiques,Rennes
P1255,P1253,BUT Économie — EN / Alternance,BUT Économie — EN / Alternance,,"{""language"": ""EN"", ""apprenticeship"": true, ""school_id"": ""S34""}",S34,BUT,Économie,Paris
P1757,,Licence Management Hôtelier,Licence Management Hôtelier,,,S22,Licence,Management Hôtelier,Strasbourg
P1138,,CPGE Biologie,CPGE Biologie,,,S28,CPGE,Biologie,Toulouse
P1220,P1219,BUT Commerce — Alternance / Campus,BUT Commerce — Alternance / Campus,,"{""apprenticeship"": ""oui"", ""school_id"": ""S35""}",S35,BUT,Commerce,Paris
P1228,P1227,Diplôme d'ingénieur Logistique — EN,Diplôme d'ingénieur Logistique — EN,,"{""language"": ""EN""}",S34,Diplôme d'ingénieur,Logistique,Paris
P1472,,MSc Génie Mécanique,MSc Génie Mécanique,,,S10,MSc,Génie Mécanique,Paris
P1748,,BUT Génie Mécanique,BUT Génie Mécanique,BUT Génie Mécanique — programme complet (ancien libellé),,S23,BUT,Génie Mécanique,Lille
P1718,P1714,Bachelor Génie Mécanique — Alternance,Bachelor Génie Mécanique — Alternance,,"{""apprenticeship"": ""oui""}",S30,Bachelor,Génie Mécanique,Rennes
P1650,P1647,CPGE Tourisme — Alternance,CPGE Tourisme — Alternance,,"{""apprenticeship"": 1}",S18,CPGE,Tourisme,Lyon
P1691,P1689,MSc Tourisme — English,MSc Tourisme — English,,"{""language"": ""English""}",S14,MSc,Tourisme,Strasbourg
P1855,P1853,DN MADE Management Hôtelier — EN / Alt,DN MADE Management Hôtelier — EN / Alternance,,"{""language"": ""EN"", ""apprenticeship"": true, ""school_id"": ""S10""}",S10,DN MADE,Management Hôtelier,Paris
P1457,,BUT Cinéma,BUT Cinéma,,,S11,BUT,Cinéma,Toulouse
P1090,P1089,BUT Économie — Campus,BUT Économie — Campus,,"{""school_id"": ""S14""}",S14,BUT,Économie,Strasbourg
P1470,P1469,MSc Génie Civil — anglais / Alternance,MSc Génie Civil — anglais / Alternance / International,,"{""language"": ""anglais"", ""apprenticeship"": true, ""track"": ""international""}",S13,MSc,Génie Civil,Paris
P1706,P1705,CPGE Génie Mécanique — es,CPGE Génie Mécanique — es,,"{""language"": ""es""}",S10,CPGE,Génie Mécanique,Paris
P1086,P1084,BUT Biologie — IT,BUT Biologie — IT,,"{""language"": ""IT""}",S26,BUT,Biologie,Lille
P1125,P1124,CPGE Langues — English / Alternance,CPGE Langues — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": 1}",S35,CPGE,Langues,Paris
P1572,P1570,Diplôme d'ingénieur Commerce — Alterna,Diplôme d'ingénieur Commerce — Alternance / Cyber,,"{""apprenticeship"": true, ""track"": ""cyber"", ""school_id"": ""S11""}",S11,Diplôme d'ingénieur,Commerce,Toulouse
P1635,P1632,Diplôme d'ingénieur Logistique — en,Diplôme d'ingénieur Logistique — en,,"{""language"": ""en""}",S33,Diplôme d'ingénieur,Logistique,Lille
P1768,,Licence Ressources Humaines,Licence Ressources Humaines ,,,S32,Licence,Ressources Humaines,Toulouse
P1537,P1536,Licence Pro Génie Mécanique — Alternan,Licence Pro Génie Mécanique — Alternance,,"{""apprenticeship"": 1}",S16,Licence Pro,Génie Mécanique,Grenoble
P1390,,MSc Data Science,MSc Data Science ,,,S33,MSc,Data Science,Lille
P1880,P1878,BUT Cinéma — es,BUT Cinéma — es,,"{""language"": ""es""}",S18,BUT,Cinéma,Lyon
P1193,,Master Langues,Master Langues,,,S11,Master,Langues,Toulouse
P1082,,Diplôme d'ingénieur Communication,Diplôme d'ingénieur Communication,,,S24,Diplôme d'ingénieur,Communication,Strasbourg
P1819,P1817,Master Génie Civil — English,Master Génie Civil — English,,"{""language"": ""English""}",S14,Master,Génie Civil,Strasbourg
P1355,P1353,MBA Design — Double-Diplôme,MBA Design — Double-Diplôme,,"{""track"": ""double-diplôme""}",S18,MBA,Design,Lyon
P1622,P1619,Licence Pro Architecture — IT,Licence Pro Architecture — IT,,"{""language"": ""IT""}",S10,Licence Pro,Architecture,Paris
P1447,,Diplôme d'ingénieur Ressources Hum,Diplôme d'ingénieur Ressources Humaines,,,S25,Diplôme d'ingénieur,Ressources Humaines,Rennes
P1707,,Licence Informatique,Licence Informatique,Licence Informatique — programme complet (ancien libellé),,S31,Licence,Informatique,Nantes
P1502,P1501,Licence Pro Économie - Alternance,LICENCE PRO ÉCONOMIE — ALTERNANCE,,"{""apprenticeship"": ""true""}",S24,Licence Pro,Économie,Strasbourg
P1635,P1632,Diplôme d'ingénieur Logistique — en,Diplôme d'ingénieur Logistique — en,,"{""language"": ""en""}",S33,Diplôme d'ingénieur,Logistique,Lille
P1597,P1595,DN MADE Droit — EN / Alternance,DN MADE Droit — EN / Alternance,,"{""language"": ""EN"", ""apprenticeship"": ""true""}",S16,DN MADE,Droit,Grenoble
P1601,,DN MADE Chimie,DN MADE Chimie,,,S18,DN MADE,Chimie,Lyon
P1788,P1787,Licence Pro Data Science — EN,Licence Pro Data Science — EN,,"{""language"": ""EN""}",S23,Licence Pro,Data Science,Lille
P1174,,CPGE Psychologie,CPGE Psychologie,,,S20,CPGE,Psychologie,Strasbourg
P1392,P1390,MSc Data Science — Alternance,MSc Data Science — Alternance,,"{""apprenticeship"": ""true""}",S33,MSc,Data Science,Lille
P1427,,Bachelor Sciences Politiques,Bachelor Sciences Politiques,,,S23,Bachelor,Sciences Politiques,Lille
P1885,P1883,MSc Cinéma — Alternance,MSc Cinéma — Alternance,,"{""apprenticeship"": 1}",S27,MSc,Cinéma,Grenoble
P1046,P1044,MSc Droit — en / Red Team,MSc Droit — en / Red Team,,"{""language"": ""en"", ""track"": ""red team""}",S11,MSc,Droit,Toulouse
P1383,P1382,BTS Économie — Alternance,BTS Économie — Alternance,,"{""apprenticeship"": 1}",S30,BTS,Économie,Rennes
P1099,P1098,MBA Chimie — en / International,MBA Chimie — en / International,,"{""language"": ""en"", ""track"": ""international""}",S32,MBA,Chimie,Toulouse
P1120,P1119,Master Langues - Cyber,Master Langues — Cyber ,,"{""track"": ""cyber""}",S17,Master,Langues,Lyon
P1682,P1679,Diplôme d'ingénieur Marketing — Altern,Diplôme d'ingénieur Marketing — Alternance,,"{""apprenticeship"": ""true""}",S18,Diplôme d'ingénieur,Marketing,Lyon
P1473,P1472,MSc Génie Mécanique — EN,MSc Génie Mécanique — EN,,"{""language"": ""EN""}",S10,MSc,Génie Mécanique,Paris
P1576,P1575,Diplôme d'ingenieur Économie - Alterna,DIPLÔME D'INGÉNIEUR ÉCONOMIE — ALTERNANCE / CAMPUS,,"{""apprenticeship"": true, ""school_id"": ""S31""}",S31,Diplôme d'ingénieur,Économie,Nantes
P1124,,CPGE Langues,CPGE Langues,CPGE Langues — programme complet (ancien libellé),,S35,CPGE,Langues,Paris
P1543,,Bachelor Genie Mecanique,BACHELOR GÉNIE MÉCANIQUE,,,S30,Bachelor,Génie Mécanique,Rennes
P1867,P1863,Licence Pro Génie Mécanique — Campus,Licence Pro Génie Mécanique — Campus,,"{""school_id"": ""S29""}",S29,Licence Pro,Génie Mécanique,Bordeaux
P1544,P1543,Bachelor Génie Mécanique — en / Intern,Bachelor Génie Mécanique — en / International,,"{""language"": ""en"", ""track"": ""international"", ""school_id"": ""S28""}",S28,Bachelor,Génie Mécanique,Toulouse
P1372,,Diplôme d'ingénieur Logistique,Diplôme d'ingénieur Logistique,,,S35,Diplôme d'ingénieur,Logistique,Paris
P1618,,BUT Droit,BUT Droit,,,S17,BUT,Droit,Lyon
P1797,P1796,Diplôme d'ingenieur Commerce - Double-,Diplôme d'ingénieur Commerce — Double-Diplôme ,,"{""track"": ""double-diplôme""}",S16,Diplôme d'ingénieur,Commerce,Grenoble
P1063,,Master Génie Civil,Master Génie Civil,,,S35,Master,Génie Civil,Paris
P1166,,Master Biologie,Master Biologie,,,S36,Master,Biologie,Paris
P1241,P1237,Licence Pro Ressources Humaines — IT /,Licence Pro Ressources Humaines — IT / Recherche,,"{""language"": ""IT"", ""track"": ""recherche""}",S29,Licence Pro,Ressources Humaines,Bordeaux
P1578,P1575,Diplôme d'ingénieur Économie — Campus,Diplôme d'ingénieur Économie — Campus,,"{""school_id"": ""S24""}",S24,Diplôme d'ingénieur,Économie,Strasbourg
P1281,,Bachelor Économie,Bachelor Économie,,,S21,Bachelor,Économie,Lyon
P1712,,MBA Informatique,MBA Informatique,,,S17,MBA,Informatique,Lyon
P1135,P1134,BTS Droit — en / Data,BTS Droit — en / Data,,"{""language"": ""en"", ""track"": ""data""}",S18,BTS,Droit,Lyon
P1735,,DN MADE Génie Mécanique,DN MADE Génie Mécanique,,,S34,DN MADE,Génie Mécanique,Paris
P1810,P1809,MSc Marketing — EN / Alternance / Exce,MSc Marketing — EN / Alternance / Excellence,,"{""language"": ""EN"", ""apprenticeship"": 1, ""track"": ""excellence""}",S23,MSc,Marketing,Lille
P1513,P1512,CPGE Logistique — Recherche,CPGE Logistique — Recherche,,"{""track"": ""recherche""}",S27,CPGE,Logistique,Grenoble
P1298,P1297,BTS Biologie — IT / Alternance,BTS Biologie — IT / Alternance,,"{""language"": ""IT"", ""apprenticeship"": true}",S23,BTS,Biologie,Lille
P1546,,MSc Management Hôtelier,MSc Management Hôtelier,,,S23,MSc,Management Hôtelier,Lille
P1202,,DN MADE Sciences Politiques,DN MADE Sciences Politiques,,,S20,DN MADE,Sciences Politiques,Strasbourg
P1095,P1094,Diplôme d'ingénieur Psychologie — Alte,Diplôme d'ingénieur Psychologie — Alternance / Campus,,"{""apprenticeship"": true, ""school_id"": ""S20""}",S20,Diplôme d'ingénieur,Psychologie,Strasbourg
